,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity
7438,-118.19,33.95,41.0,1368,309,1244,312,30833.0,164800.0,<1H OCEAN
7439,-118.19,33.95,42.0,1651,463,1559,436,23882.0,148100.0,<1H OCEAN
7440,-118.2,33.94,44.0,1413,298,1200,307,35125.0,169300.0,<1H OCEAN
7441,-118.2,33.94,45.0,1570,328,1321,300,37361.0,171800.0,<1H OCEAN
7442,-118.2,33.94,43.0,1934,511,1895,493,25029.0,159700.0,<1H OCEAN
7443,-118.19,33.96,40.0,979,296,934,292,26354.000000000004,151800.0,<1H OCEAN
7444,-118.19,33.95,42.0,2309,685,2609,673,27206.0,162100.0,<1H OCEAN
7445,-118.16,33.94,32.0,2210,456,1270,484,47708.00000000001,178600.0,<1H OCEAN
7446,-118.16,33.93,35.0,757,151,474,132,37361.0,179800.0,<1H OCEAN
7447,-118.18,33.94,44.0,1337,245,968,240,34688.0,183600.0,<1H OCEAN
7448,-118.18,33.95,39.0,2121,579,1991,528,29094.000000000004,152200.0,<1H OCEAN
7449,-118.18,33.95,42.0,2608,610,2062,616,35341.0,167500.0,<1H OCEAN
7450,-118.18,33.94,43.0,2724,612,2340,570,27000.0,165000.0,<1H OCEAN
7451,-118.17,33.94,17.0,1145,209,499,202,46388.99999999999,165500.0,<1H OCEAN
7452,-118.17,33.95,23.0,1991,584,1380,535,19107.0,181900.0,<1H OCEAN
7453,-118.17,33.92,36.0,2447,503,1532,498,43667.0,171800.0,<1H OCEAN
7454,-118.17,33.92,43.0,2099,398,1276,387,31528.0,166800.0,<1H OCEAN
7455,-118.16,33.92,44.0,1368,277,899,271,35938.0,161300.0,<1H OCEAN
7456,-118.16,33.91,41.0,1806,408,1146,374,29643.0,162200.0,<1H OCEAN
7457,-118.17,33.91,39.0,1157,273,877,305,31086.999999999996,171000.0,<1H OCEAN
7458,-118.18,33.92,32.0,2035,519,2282,480,32734.0,136400.0,<1H OCEAN
7459,-118.18,33.92,29.0,749,185,708,196,24583.0,136900.0,<1H OCEAN
7460,-118.19,33.92,36.0,1356,314,1469,300,20785.0,139800.0,<1H OCEAN
7461,-118.18,33.93,31.0,1516,400,1820,398,21641.0,122900.0,<1H OCEAN
7462,-118.18,33.93,35.0,952,271,949,261,24297.0,147200.0,<1H OCEAN
7463,-118.19,33.93,40.0,1334,276,1226,278,34712.0,144300.0,<1H OCEAN
7464,-118.19,33.93,42.0,1829,391,1614,377,31911.999999999996,146400.0,<1H OCEAN
7465,-118.2,33.93,40.0,1929,417,1780,419,34402.0,149400.0,<1H OCEAN
7466,-118.19,33.93,44.0,1613,345,1227,342,31667.0,145700.0,<1H OCEAN
7467,-118.19,33.92,43.0,2339,487,1732,449,30987.0,139400.0,<1H OCEAN
7468,-118.2,33.92,42.0,1411,314,1432,322,30871.0,138800.0,<1H OCEAN
7469,-118.2,33.93,38.0,1626,307,1280,295,35313.0,146500.0,<1H OCEAN
7470,-118.21,33.94,34.0,892,318,1443,341,21903.0,162500.0,<1H OCEAN
7471,-118.21,33.94,34.0,710,205,1134,233,27734.0,141100.0,<1H OCEAN
7472,-118.21,33.93,30.0,2831,862,3649,883,19668.0,152100.0,<1H OCEAN
7473,-118.2,33.93,36.0,2210,634,2341,553,21715.0,131100.0,<1H OCEAN
7474,-118.21,33.93,33.0,2739,801,3423,741,22847.0,132700.0,<1H OCEAN
7475,-118.2,33.93,41.0,857,201,934,227,26339.0,145700.0,<1H OCEAN
7476,-118.2,33.93,36.0,1191,345,1193,295,25185.0,138800.0,<1H OCEAN
7477,-118.21,33.93,36.0,1337,382,1769,393,26953.0,121000.0,<1H OCEAN
7478,-118.21,33.93,39.0,354,73,184,58,27679.0,108900.0,<1H OCEAN
7479,-118.22,33.93,39.0,1921,483,2286,470,30167.0,130000.0,<1H OCEAN
7480,-118.22,33.94,40.0,930,258,1203,244,25938.0,115400.0,<1H OCEAN
7481,-118.23,33.93,23.0,545,131,610,126,14861.0,95100.0,<1H OCEAN
7482,-118.23,33.93,30.0,1147,260,1219,210,20658.0,93200.0,<1H OCEAN
7483,-118.22,33.93,30.0,443,170,903,189,21964.0,125000.0,<1H OCEAN
7484,-118.21,33.93,41.0,619,138,636,145,25083.000000000004,118100.0,<1H OCEAN
7485,-118.21,33.92,37.0,1705,403,1839,410,25833.0,132700.0,<1H OCEAN
7486,-118.21,33.92,35.0,1669,445,1870,412,30417.0,117300.0,<1H OCEAN
7487,-118.21,33.92,28.0,2949,1003,4551,930,19026.0,131900.0,<1H OCEAN
7488,-118.22,33.92,43.0,1195,256,1251,262,34539.0,125000.0,<1H OCEAN
7489,-118.23,33.93,37.0,239,49,308,52,14028.0,105400.0,<1H OCEAN
7490,-118.23,33.93,35.0,1149,277,909,214,17411.0,96700.0,<1H OCEAN
7491,-118.23,33.92,32.0,2698,640,1953,613,12222.0,107200.0,<1H OCEAN
7492,-118.24,33.93,19.0,325,74,354,87,27500.0,90600.0,<1H OCEAN
7493,-118.24,33.92,42.0,328,100,605,87,24464.0,97400.0,<1H OCEAN
7494,-118.24,33.92,44.0,1079,210,601,182,22411.0,106400.0,<1H OCEAN
7495,-118.25,33.93,38.0,180,43,246,56,28500.0,90000.0,<1H OCEAN
7496,-118.25,33.93,27.0,581,135,647,131,32917.0,83100.0,<1H OCEAN
7497,-118.25,33.93,42.0,763,191,754,174,20486.0,101800.0,<1H OCEAN
7498,-118.25,33.92,46.0,723,154,411,165,20893.0,96500.0,<1H OCEAN
7499,-118.25,33.92,44.0,1737,363,1184,343,25363.000000000004,95900.0,<1H OCEAN
7500,-118.25,33.92,44.0,1137,235,747,225,20000.0,92600.0,<1H OCEAN
7501,-118.26,33.92,42.0,3320,682,2105,632,19809.0,104600.0,<1H OCEAN
7502,-118.26,33.91,44.0,892,139,440,159,28859.0,120800.0,<1H OCEAN
7503,-118.27,33.92,34.0,1178,260,1166,244,19185.0,93300.0,<1H OCEAN
7504,-118.27,33.92,35.0,1818,374,1444,372,27450.0,106800.0,<1H OCEAN
7505,-118.28,33.92,39.0,1472,302,1036,318,30000.0,110000.0,<1H OCEAN
7506,-118.28,33.92,37.0,742,151,729,144,30550.0,105400.0,<1H OCEAN
7507,-118.27,33.91,42.0,1786,358,1318,373,26250.0,101100.0,<1H OCEAN
7508,-118.27,33.91,37.0,3018,547,1720,512,27269.0,124100.0,<1H OCEAN
7509,-118.27,33.91,32.0,2238,471,1292,467,11705.000000000002,110600.0,<1H OCEAN
7510,-118.27,33.89,32.0,1969,397,1349,370,44659.00000000001,138100.0,<1H OCEAN
7511,-118.27,33.87,21.0,6108,1130,3244,1113,42768.0,181400.0,<1H OCEAN
7512,-118.25,33.9,42.0,1386,320,1163,319,24270.999999999996,89500.0,<1H OCEAN
7513,-118.26,33.9,38.0,1566,318,981,318,40234.0,111900.0,<1H OCEAN
7514,-118.26,33.9,22.0,894,232,754,222,20096.0,110700.0,<1H OCEAN
7515,-118.25,33.92,36.0,949,164,502,163,41041.99999999999,124400.0,<1H OCEAN
7516,-118.25,33.91,36.0,1950,365,1125,374,31111.0,119300.0,<1H OCEAN
7517,-118.25,33.9,36.0,1135,231,614,227,25520.999999999996,113100.0,<1H OCEAN
7518,-118.25,33.91,35.0,1479,272,963,292,34917.0,109500.0,<1H OCEAN
7519,-118.26,33.91,39.0,935,210,711,193,24375.0,101900.0,<1H OCEAN
7520,-118.26,33.91,33.0,954,241,655,218,25882.0,92800.0,<1H OCEAN
7521,-118.26,33.91,39.0,967,256,903,256,19038.0,93100.0,<1H OCEAN
7522,-118.24,33.91,40.0,972,240,761,225,14688.000000000002,88200.0,<1H OCEAN
7523,-118.24,33.91,38.0,745,152,721,160,18750.0,102900.0,<1H OCEAN
7524,-118.24,33.91,36.0,1446,316,1286,314,27083.0,103600.0,<1H OCEAN
7525,-118.24,33.91,37.0,1607,377,1526,375,17158.0,94300.0,<1H OCEAN
7526,-118.24,33.92,40.0,1772,369,1122,324,32768.0,96100.0,<1H OCEAN
7527,-118.23,33.92,32.0,1735,430,1699,386,11793.0,103800.0,<1H OCEAN
7528,-118.23,33.91,34.0,661,146,742,143,21734.0,88200.0,<1H OCEAN
7529,-118.23,33.91,33.0,677,182,984,174,25893.0,88900.0,<1H OCEAN
7530,-118.23,33.91,34.0,789,200,1041,191,31190.000000000004,90300.0,<1H OCEAN
7531,-118.23,33.91,27.0,1694,393,1890,373,30341.0,89100.0,<1H OCEAN
7532,-118.22,33.92,32.0,1263,333,1789,346,19957.0,89300.0,<1H OCEAN
7533,-118.22,33.91,31.0,571,153,841,158,26154.0,89200.0,<1H OCEAN
7534,-118.23,33.91,34.0,1060,276,1215,250,20804.0,84700.0,<1H OCEAN
7535,-118.23,33.92,24.0,1555,406,1665,361,16437.0,98800.0,<1H OCEAN
7536,-118.22,33.92,23.0,926,409,1856,408,21366.0,100000.0,<1H OCEAN
7537,-118.21,33.91,24.0,1545,391,1807,388,26429.0,105300.0,<1H OCEAN
7538,-118.21,33.91,26.0,2422,632,2601,583,17824.0,110200.0,<1H OCEAN
7539,-118.22,33.9,38.0,796,159,679,167,36607.0,110400.0,<1H OCEAN
7540,-118.22,33.91,28.0,1847,500,2263,473,15161.0,103200.0,<1H OCEAN
7541,-118.2,33.9,26.0,1000,275,1178,263,21200.0,105000.0,<1H OCEAN
7542,-118.21,33.9,35.0,2420,579,2010,540,20817.0,104600.0,<1H OCEAN
7543,-118.21,33.9,41.0,941,233,973,253,19583.0,102300.0,<1H OCEAN
7544,-118.22,33.9,35.0,1649,424,1786,388,14091.0,105600.0,<1H OCEAN
7545,-118.22,33.9,30.0,1007,260,1112,238,17262.0,115600.0,<1H OCEAN
7546,-118.2,33.92,36.0,414,104,477,130,36719.0,130400.0,<1H OCEAN
7548,-118.2,33.92,39.0,1050,217,895,207,31538.0,155600.0,<1H OCEAN
7549,-118.21,33.91,37.0,1073,265,1197,250,27109.0,133000.0,<1H OCEAN
7550,-118.21,33.92,41.0,1722,363,1432,326,32976.0,151200.0,<1H OCEAN
7551,-118.21,33.92,36.0,602,150,645,145,31964.0,115400.0,<1H OCEAN
7552,-118.18,33.91,41.0,1260,299,1535,322,30134.0,128100.0,<1H OCEAN
7553,-118.18,33.91,36.0,1138,238,878,224,20625.0,134400.0,<1H OCEAN
7554,-118.19,33.91,43.0,1531,357,1509,376,26354.000000000004,128100.0,<1H OCEAN
7555,-118.19,33.91,33.0,915,225,826,212,27708.0,117400.0,<1H OCEAN
7556,-118.19,33.92,35.0,915,241,1153,252,33050.0,115800.0,<1H OCEAN
7557,-118.19,33.91,35.0,2695,748,2935,706,20134.0,132400.0,<1H OCEAN
7558,-118.2,33.91,43.0,1381,278,1494,298,35878.0,118400.0,<1H OCEAN
7559,-118.2,33.9,33.0,1435,322,1298,299,27813.0,105100.0,<1H OCEAN
7560,-118.2,33.91,36.0,2283,499,1836,462,28793.000000000004,118100.0,<1H OCEAN
7561,-118.19,33.9,36.0,1073,271,1385,288,23214.0,104800.0,<1H OCEAN
7562,-118.19,33.9,32.0,2762,652,2677,632,25719.0,105600.0,<1H OCEAN
7563,-118.19,33.9,36.0,2326,543,2073,494,19952.0,112900.0,<1H OCEAN
7564,-118.19,33.89,31.0,886,224,1154,247,21071.0,99500.0,<1H OCEAN
7565,-118.19,33.89,32.0,1696,438,1639,376,20357.0,107300.0,<1H OCEAN
7566,-118.2,33.89,37.0,2394,568,2499,551,25320.999999999996,105100.0,<1H OCEAN
7567,-118.2,33.9,34.0,1552,444,2093,413,22125.0,103200.0,<1H OCEAN
7568,-118.19,33.89,38.0,4018,986,3702,927,29293.0,113600.0,<1H OCEAN
7569,-118.2,33.89,40.0,2538,564,2170,541,27212.0,107900.0,<1H OCEAN
7570,-118.21,33.89,42.0,1254,225,929,235,43646.0,116200.0,<1H OCEAN
7571,-118.21,33.89,39.0,1565,364,1389,360,27443.0,113900.0,<1H OCEAN
7572,-118.21,33.89,42.0,1739,370,1104,297,22125.0,120700.0,<1H OCEAN
7573,-118.21,33.9,43.0,1810,357,1335,358,31189.0,118800.0,<1H OCEAN
7574,-118.21,33.89,45.0,1211,234,1128,261,34792.0,110700.0,<1H OCEAN
7575,-118.21,33.88,38.0,929,166,686,183,34485.0,119400.0,<1H OCEAN
7576,-118.21,33.88,29.0,1976,444,1254,371,21782.0,126800.0,<1H OCEAN
7577,-118.22,33.89,26.0,266,75,252,59,21211.000000000004,138100.0,<1H OCEAN
7578,-118.22,33.89,41.0,990,228,776,207,21250.0,120200.0,<1H OCEAN
7579,-118.22,33.89,37.0,797,190,485,166,27434.0,95200.0,<1H OCEAN
7580,-118.22,33.89,36.0,873,240,1086,217,22500.0,126600.0,<1H OCEAN
7581,-118.23,33.89,16.0,5003,1180,4145,1159,21389.0,133400.0,<1H OCEAN
7582,-118.24,33.89,34.0,1479,332,1166,322,26165.0,100900.0,<1H OCEAN
7583,-118.22,33.91,27.0,500,159,732,162,27426.0,103100.0,<1H OCEAN
7584,-118.22,33.9,22.0,312,107,583,119,19423.0,98400.0,<1H OCEAN
7585,-118.22,33.9,40.0,1802,496,2096,468,23542.0,97900.0,<1H OCEAN
7586,-118.23,33.9,31.0,2143,522,2276,519,18095.0,100800.0,<1H OCEAN
7587,-118.23,33.9,34.0,2462,553,2334,502,16410.0,96800.0,<1H OCEAN
7588,-118.23,33.9,28.0,1108,284,1498,289,24706.0,88800.0,<1H OCEAN
7589,-118.23,33.9,45.0,1285,238,840,211,34107.0,112500.0,<1H OCEAN
7590,-118.24,33.9,38.0,2055,442,1518,425,23382.0,103000.0,<1H OCEAN
7591,-118.24,33.9,35.0,1079,247,1055,243,23750.0,93600.0,<1H OCEAN
7592,-118.24,33.9,39.0,642,129,475,123,12083.0,92600.0,<1H OCEAN
7593,-118.25,33.9,37.0,2119,442,1372,406,19605.0,106200.0,<1H OCEAN
7594,-118.24,33.9,40.0,1308,272,901,257,28269.000000000004,98000.0,<1H OCEAN
7595,-118.25,33.9,38.0,1201,223,733,206,33804.0,105800.0,<1H OCEAN
7596,-118.25,33.89,35.0,1582,391,1957,404,24537.0,91500.0,<1H OCEAN
7597,-118.24,33.89,32.0,1132,266,1211,279,21838.000000000004,98300.0,<1H OCEAN
7598,-118.25,33.89,41.0,1476,286,1086,278,24632.0,111700.0,<1H OCEAN
7599,-118.25,33.89,36.0,406,71,268,77,39000.0,115800.0,<1H OCEAN
7600,-118.25,33.89,34.0,1367,288,1183,286,26812.0,104100.0,<1H OCEAN
7601,-118.26,33.89,36.0,2230,417,1395,381,28493.0,109600.0,<1H OCEAN
7602,-118.26,33.89,36.0,923,165,603,191,35687.0,120700.0,<1H OCEAN
7603,-118.24,33.88,37.0,1843,366,1207,351,24821.0,111000.0,<1H OCEAN
7604,-118.25,33.88,37.0,1027,217,1042,254,22121.0,98600.0,<1H OCEAN
7605,-118.25,33.89,37.0,1042,213,699,196,29643.0,103200.0,<1H OCEAN
7606,-118.25,33.89,36.0,1527,309,1154,279,33095.0,105500.0,<1H OCEAN
7607,-118.26,33.88,39.0,1756,320,1055,322,32375.0,105200.0,<1H OCEAN
7608,-118.26,33.88,40.0,519,102,330,95,30972.0,108500.0,<1H OCEAN
7609,-118.26,33.88,36.0,1212,222,775,224,55591.0,136500.0,<1H OCEAN
7610,-118.22,33.88,37.0,1149,280,1016,250,21250.0,101900.0,<1H OCEAN
7611,-118.22,33.88,35.0,998,313,1335,311,16574.0,102500.0,<1H OCEAN
7612,-118.23,33.89,35.0,1255,344,1782,343,21949.0,95100.0,<1H OCEAN
7613,-118.23,33.88,35.0,842,201,763,189,26719.0,109800.0,<1H OCEAN
7614,-118.23,33.88,41.0,1941,367,1204,323,30417.0,113700.0,<1H OCEAN
7615,-118.23,33.89,36.0,2598,514,1872,514,31667.0,117700.0,<1H OCEAN
7616,-118.22,33.86,16.0,8732,1489,3944,1493,51948.0,203500.0,<1H OCEAN
7617,-118.24,33.85,25.0,9594,1489,5237,1496,59684.0,193300.0,<1H OCEAN
7618,-118.23,33.84,25.0,1106,207,888,216,53307.0,207000.0,<1H OCEAN
7619,-118.24,33.83,22.0,7368,1367,4721,1342,48438.0,213100.0,<1H OCEAN
7620,-118.25,33.84,19.0,1731,420,1032,364,38125.0,208100.0,<1H OCEAN
7621,-118.25,33.87,18.0,6812,1263,3704,1216,42500.0,169200.0,<1H OCEAN
7622,-118.25,33.86,26.0,3022,476,1852,452,60531.0,186400.0,<1H OCEAN
7623,-118.26,33.85,25.0,2324,326,1087,328,52930.0,207000.0,<1H OCEAN
7624,-118.26,33.85,24.0,9071,1335,4558,1327,55420.0,197500.0,<1H OCEAN
7625,-118.27,33.86,33.0,1685,333,1484,318,43526.99999999999,167000.0,<1H OCEAN
7626,-118.27,33.86,29.0,2587,489,2115,475,37466.0,168600.0,<1H OCEAN
7627,-118.27,33.86,26.0,1097,167,701,188,65799.0,196600.0,<1H OCEAN
7628,-118.28,33.85,27.0,489,98,403,97,51440.0,180800.0,<1H OCEAN
7629,-118.28,33.84,27.0,2326,533,1697,546,38633.0,187900.0,<1H OCEAN
7630,-118.28,33.83,18.0,5923,1409,3887,1322,34712.0,194400.0,<1H OCEAN
7631,-118.29,33.84,11.0,2274,617,1897,622,35094.0,162900.0,<1H OCEAN
7632,-118.29,33.84,33.0,896,208,843,200,35000.0,183000.0,<1H OCEAN
7633,-118.29,33.84,34.0,2617,558,1396,515,50610.0,218000.0,<1H OCEAN
7634,-118.29,33.84,23.0,3626,799,2321,731,47393.0,237900.0,<1H OCEAN
7635,-118.29,33.83,24.0,4092,893,2819,893,41378.00000000001,216500.0,<1H OCEAN
7636,-118.28,33.82,26.0,4586,1042,3680,1027,41740.00000000001,205100.0,<1H OCEAN
7637,-118.29,33.82,21.0,4383,901,2689,913,34375.0,218800.0,<1H OCEAN
7638,-118.29,33.81,19.0,7023,1538,3993,1412,50532.0,218200.0,<1H OCEAN
7639,-118.29,33.8,21.0,9944,1623,4185,1582,45260.0,329400.0,<1H OCEAN
7640,-118.28,33.82,30.0,3615,760,2813,752,53849.0,217700.0,<1H OCEAN
7641,-118.28,33.81,29.0,2755,508,2046,488,52034.0,212400.0,<1H OCEAN
7642,-118.27,33.82,36.0,1593,334,1427,320,44015.00000000001,166900.0,<1H OCEAN
7643,-118.27,33.82,33.0,1596,337,1650,329,43686.99999999999,173500.0,<1H OCEAN
7644,-118.27,33.82,37.0,943,218,803,216,52287.0,191100.0,<1H OCEAN
7645,-118.27,33.81,10.0,1881,571,1769,553,39286.0,114000.0,<1H OCEAN
7646,-118.27,33.81,42.0,865,208,811,218,38621.0,165300.0,<1H OCEAN
7647,-118.27,33.81,38.0,1607,337,1130,334,44821.0,190700.0,<1H OCEAN
7648,-118.27,33.82,39.0,1357,249,763,229,42500.0,200300.0,<1H OCEAN
7649,-118.27,33.8,28.0,4698,902,3287,881,48507.99999999999,215900.0,<1H OCEAN
7650,-118.27,33.84,24.0,6303,1277,3728,1252,39227.0,208600.0,<1H OCEAN
7651,-118.28,33.83,28.0,880,168,717,142,45469.0,175700.0,<1H OCEAN
7652,-118.27,33.83,28.0,2152,415,1623,429,43500.0,200500.0,<1H OCEAN
7653,-118.27,33.83,34.0,1124,245,717,242,31667.0,186900.0,<1H OCEAN
7655,-118.27,33.82,28.0,1642,434,1575,420,41292.0,201900.0,<1H OCEAN
7656,-118.26,33.82,28.0,5091,1074,4753,1033,36477.0,117400.0,<1H OCEAN
7657,-118.26,33.83,28.0,4112,861,3211,841,44539.0,192200.0,<1H OCEAN
7658,-118.21,33.84,28.0,822,205,627,192,34583.0,166300.0,<1H OCEAN
7659,-118.22,33.84,35.0,1131,273,1007,269,40218.99999999999,168300.0,<1H OCEAN
7660,-118.22,33.84,38.0,1928,429,1358,399,40687.0,160300.0,<1H OCEAN
7661,-118.22,33.83,42.0,1370,299,1018,328,44474.0,160200.0,<1H OCEAN
7662,-118.22,33.83,44.0,1792,404,1115,358,39091.0,174400.0,<1H OCEAN
7663,-118.22,33.83,43.0,1426,272,871,276,37083.0,175200.0,<1H OCEAN
7664,-118.21,33.83,38.0,793,193,601,187,28837.0,176100.0,NEAR OCEAN
7665,-118.07,33.93,5.0,906,187,1453,158,41250.0,171900.0,<1H OCEAN
7666,-118.08,33.93,39.0,859,164,673,172,37143.0,158200.0,<1H OCEAN
7667,-118.08,33.93,39.0,1478,324,1127,320,35250.0,158000.0,<1H OCEAN
7669,-118.08,33.92,39.0,1631,322,1034,328,45382.0,165700.0,<1H OCEAN
7670,-118.07,33.92,36.0,1560,320,1348,314,36220.0,174000.0,<1H OCEAN
7671,-118.08,33.92,34.0,2118,437,1414,442,37238.0,166800.0,<1H OCEAN
7672,-118.08,33.93,33.0,2263,511,1626,457,35556.0,172800.0,<1H OCEAN
7673,-118.08,33.93,34.0,1558,375,1179,337,32188.0,165100.0,<1H OCEAN
7674,-118.09,33.92,36.0,2381,419,1669,444,46976.00000000001,171100.0,<1H OCEAN
7675,-118.09,33.92,36.0,847,185,713,194,48541.99999999999,167400.0,<1H OCEAN
7676,-118.09,33.92,36.0,1226,211,711,219,45698.99999999999,170800.0,<1H OCEAN
7677,-118.09,33.92,33.0,879,181,547,169,53146.00000000001,168600.0,<1H OCEAN
7678,-118.09,33.92,31.0,1983,419,1157,390,35455.0,168300.0,<1H OCEAN
7679,-118.09,33.93,37.0,1950,356,1183,338,41449.0,175300.0,<1H OCEAN
7680,-118.1,33.92,35.0,2017,383,1388,386,40774.0,171600.0,<1H OCEAN
7681,-118.1,33.93,36.0,1124,217,707,234,43750.0,174500.0,<1H OCEAN
7682,-118.1,33.93,33.0,1474,325,1205,335,31397.0,166800.0,<1H OCEAN
7683,-118.11,33.92,32.0,1016,190,729,177,43000.0,151300.0,<1H OCEAN
7684,-118.11,33.92,34.0,1414,263,983,264,41767.0,156600.0,<1H OCEAN
7685,-118.1,33.94,33.0,639,129,460,118,31607.0,189000.0,<1H OCEAN
7686,-118.1,33.93,35.0,1622,302,845,284,45769.0,186100.0,<1H OCEAN
7687,-118.1,33.95,34.0,3635,781,2171,720,37308.0,196900.0,<1H OCEAN
7688,-118.1,33.95,27.0,1666,365,995,354,45694.0,204300.0,<1H OCEAN
7689,-118.11,33.95,36.0,2049,334,1105,363,48036.0,261300.0,<1H OCEAN
7690,-118.1,33.94,34.0,1947,284,841,277,61814.0,453600.0,<1H OCEAN
7691,-118.11,33.95,34.0,2319,334,941,356,64319.0,452300.0,<1H OCEAN
7692,-118.11,33.95,34.0,1723,279,617,252,67501.0,400000.0,<1H OCEAN
7693,-118.12,33.97,33.0,3099,839,2025,750,31830.0,191100.0,<1H OCEAN
7694,-118.12,33.96,38.0,1301,264,877,275,46250.0,191300.0,<1H OCEAN
7695,-118.11,33.96,29.0,2784,582,1278,550,43882.0,261600.0,<1H OCEAN
7696,-118.12,33.95,35.0,1604,280,802,280,57520.0,291000.0,<1H OCEAN
7697,-118.12,33.96,34.0,2863,451,1243,466,60723.0,297200.0,<1H OCEAN
7698,-118.12,33.96,38.0,2105,348,956,350,44125.0,246000.0,<1H OCEAN
7699,-118.12,33.96,36.0,1426,235,698,240,48522.99999999999,267300.0,<1H OCEAN
7700,-118.12,33.97,35.0,708,145,471,153,32000.0,197400.0,<1H OCEAN
7701,-118.13,33.97,36.0,1759,295,837,267,46992.0,251900.0,<1H OCEAN
7702,-118.13,33.96,36.0,1933,341,958,335,44732.0,266000.0,<1H OCEAN
7703,-118.13,33.96,38.0,1040,202,557,228,40000.0,254700.0,<1H OCEAN
7704,-118.14,33.96,34.0,2744,541,1333,503,40536.0,277200.0,<1H OCEAN
7705,-118.13,33.96,35.0,1500,250,706,250,45625.0,253500.0,<1H OCEAN
7706,-118.13,33.97,34.0,1736,297,823,292,54042.0,241600.0,<1H OCEAN
7707,-118.13,33.95,37.0,1709,333,778,344,39036.0,326600.0,<1H OCEAN
7708,-118.14,33.95,44.0,1812,338,822,314,67744.0,294100.0,<1H OCEAN
7709,-118.14,33.95,42.0,1413,228,630,219,68564.0,300000.0,<1H OCEAN
7710,-118.14,33.95,37.0,1462,243,600,236,52015.0,302000.0,<1H OCEAN
7711,-118.14,33.95,36.0,1942,355,891,348,36635.0,282100.0,<1H OCEAN
7712,-118.15,33.96,33.0,2418,485,1397,477,31083.0,285500.0,<1H OCEAN
7713,-118.15,33.95,31.0,1053,230,686,211,40000.0,263200.0,<1H OCEAN
7714,-118.12,33.95,36.0,2752,459,1211,452,50526.0,269800.0,<1H OCEAN
7715,-118.12,33.94,35.0,1813,313,825,316,52485.0,323800.0,<1H OCEAN
7716,-118.12,33.94,33.0,2394,576,1166,548,27317.0,264700.0,<1H OCEAN
7717,-118.13,33.94,34.0,522,138,373,139,35481.0,265000.0,<1H OCEAN
7718,-118.13,33.95,24.0,6662,1852,3792,1735,31104.0,230000.0,<1H OCEAN
7719,-118.11,33.93,35.0,2670,493,1196,488,38427.0,283500.0,<1H OCEAN
7720,-118.11,33.94,37.0,1434,262,786,256,44375.0,244900.0,<1H OCEAN
7721,-118.11,33.94,32.0,2098,378,1036,385,50258.0,255400.0,<1H OCEAN
7722,-118.12,33.94,31.0,2210,519,1047,472,33292.0,271300.0,<1H OCEAN
7723,-118.12,33.94,33.0,2206,393,973,364,46750.0,283000.0,<1H OCEAN
7724,-118.11,33.94,36.0,1949,319,909,325,51586.99999999999,296600.0,<1H OCEAN
7725,-118.11,33.93,17.0,1205,347,736,342,32011.0,162500.0,<1H OCEAN
7726,-118.12,33.92,27.0,6336,1628,4673,1505,25893.0,183700.0,<1H OCEAN
7727,-118.12,33.93,27.0,580,143,466,133,30909.0,187500.0,<1H OCEAN
7728,-118.13,33.92,28.0,3069,864,1932,835,24925.0,177200.0,<1H OCEAN
7729,-118.13,33.93,38.0,2040,458,1775,445,35227.0,202400.0,<1H OCEAN
7730,-118.13,33.92,36.0,984,183,615,206,41786.0,201500.0,<1H OCEAN
7731,-118.14,33.92,31.0,3731,853,2313,801,32237.0,218200.0,<1H OCEAN
7732,-118.14,33.93,31.0,3205,727,1647,664,33681.0,223900.0,<1H OCEAN
7733,-118.14,33.93,32.0,2065,438,1075,442,44279.0,226400.0,<1H OCEAN
7734,-118.15,33.93,30.0,3096,628,1676,587,46583.0,207300.0,<1H OCEAN
7735,-118.13,33.93,34.0,2122,517,1578,488,31496.0,191900.0,<1H OCEAN
7736,-118.13,33.93,19.0,1793,447,1222,452,26862.0,195800.0,<1H OCEAN
7737,-118.14,33.94,31.0,2841,774,1612,708,29205.0,196600.0,<1H OCEAN
7738,-118.14,33.94,35.0,2987,601,1561,606,40039.0,226500.0,<1H OCEAN
7739,-118.15,33.94,36.0,1948,341,992,363,42594.0,242400.0,<1H OCEAN
7740,-118.15,33.94,37.0,1594,321,1003,323,33289.0,199700.0,<1H OCEAN
7741,-118.15,33.95,35.0,2753,702,1592,614,27875.0,209000.0,<1H OCEAN
7742,-118.16,33.94,25.0,3341,789,1685,751,36936.0,238300.0,<1H OCEAN
7743,-118.15,33.93,25.0,1948,433,1128,429,37614.0,255900.0,<1H OCEAN
7744,-118.16,33.94,25.0,5675,1224,3317,1119,39352.0,232900.0,<1H OCEAN
7745,-118.15,33.93,42.0,1839,346,1034,339,49808.0,212300.0,<1H OCEAN
7746,-118.15,33.93,34.0,1745,404,1084,410,33411.0,220500.0,<1H OCEAN
7747,-118.16,33.92,36.0,2062,351,1134,358,44881.0,218900.0,<1H OCEAN
7748,-118.14,33.92,35.0,2378,559,1799,546,39327.0,190500.0,<1H OCEAN
7749,-118.15,33.92,36.0,1890,400,1232,386,43750.0,184200.0,<1H OCEAN
7750,-118.15,33.92,40.0,1335,281,804,282,43194.0,198400.0,<1H OCEAN
7751,-118.15,33.92,28.0,1038,252,912,245,25875.0,161200.0,<1H OCEAN
